18434.52532,17967.98554,17314.83379,9610.852218,11077.83542,16795.10456,13186.84516,9217.171678,12028.1912,6584.372598,8969.707547,28475.4155,20214.15981,2887.475025,454,1
13527.012,13223.79967,12457.65023,7055.731092,6702.911065,12313.0513,11446.34314,7777.064755,9435.267247,2407.670611,4168.624048,25859.15323,18793.35493,2065.182647,811,2
15575.69108,14697.37679,14284.68124,5677.330343,7602.512637,13253.21388,14551.84663,10696.39453,12731.30817,3496.279768,7269.511098,29229.93054,21873.8481,2471.284233,600,3
11539.47991,11039.49636,10373.19142,5589.614222,4442.479698,10051.75032,12507.90275,9191.93838,10180.01726,962.1739248,3289.466316,26152.75907,19783.26358,4081.239996,96,4
20593.95557,19863.79982,19373.15416,10410.65681,12791.61022,18446.29671,15719.10207,11781.46771,14698.03162,8501.357262,11466.58949,31070.70173,22589.0586,5266.017042,35,5
14572.82547,14070.35532,13423.71507,6709.554901,7253.765595,12959.47463,12444.02584,8639.336796,10580.11426,2736.055243,5488.699262,27078.0687,19780.25161,1089.527687,239,6
19986.37275,19698.50125,18948.25647,11644.82886,12937.01036,18644.93257,12786.59621,8932.466848,12043.10033,8419.549755,10256.32794,28177.20038,19500.89158,4604.845796,105,7
23022.08292,22720.85424,21984.7543,14243.55075,15899.01494,21615.29124,14520.06352,10948.97755,14240.44922,11391.71842,13258.58441,29807.8238,20668.31639,7605.752912,60,8
21912.31626,21183.45181,20694.77633,11611.96674,14105.61874,19750.43353,16439.92746,12558.31736,15590.97131,9823.062876,12724.23847,31827.31044,23140.08759,6531.91178,31,9
25985.69726,25761.42684,24987.87885,17256.82024,18972.75428,24687.88599,16065.68808,12886.19638,16236.79087,14461.83471,16144.76777,31000.66902,21503.8677,10662.74588,22,10
15444.63515,14938.19406,14297.76175,7223.931709,8085.96703,13799.02587,12581.44804,8693.143048,10868.79538,3572.553868,6260.406745,27417.36427,19884.56449,449.1078942,263,11
29384.76863,29273.37508,28443.35879,20877.98058,22555.01557,28264.423,18053.11697,15366.00998,18674.88063,18038.37087,19483.62425,32329.32546,22579.69913,14223.38693,2,12
19180.07653,18826.21493,18110.78999,10694.7891,12019.0434,17731.90783,12824.66052,8897.950728,11881.01556,7504.867697,9538.763119,28187.22042,19705.15184,3709.254791,241,13
19014.11648,18192.54996,17754.69385,8669.95108,11096.19659,16726.23205,15484.90697,11507.15528,14181.75041,6899.375199,10167.58859,30701.95378,22567.3407,4054.417968,31,14
21304.88783,20990.52078,20258.19493,12667.01506,14181.25571,19895.93891,13604.42856,9853.789266,13056.98136,9669.804645,11576.51007,28982.01198,20096.98704,5876.643393,116,15
12543.84823,11918.25178,11333.8254,5270.187175,5077.507084,10778.83626,12950.49018,9442.220217,10749.66749,576.8279821,4262.600741,26924.55353,20274.96524,3264.12696,496,16
23716.2377,22968.43016,22494.61198,13222.2582,15878.00962,21501.44592,17664.9995,13871.93728,17009.18476,11622.84596,14496.85832,33048.12391,24135.26204,8316.965241,70,17
27483.01715,26820.07876,26300.25184,17084.94882,19747.81553,25386.80926,19789.70551,16288.9518,19586.52224,15437.23682,18049.08711,34972.09554,25623.45552,11968.91994,305,18
18210.85586,17992.04659,17198.70818,10493.97417,11345.85135,17026.37651,11671.4004,7718.777869,10644.55144,6841.18687,8452.520817,27004.41546,18647.74688,3035.567293,230,19
16464.23998,16283.1651,15463.26327,9358.32411,9745.808998,15386.5875,11005.58999,7035.443853,9628.198703,5294.754873,6715.207851,26153.81919,18199.94417,1724.718782,485,20
16640.36388,16230.20241,15538.71133,8471.942542,9432.225281,15140.22109,12308.96224,8344.916953,10855.40617,4914.587982,7183.114008,27405.01639,19518.27618,1110.733811,1,21
13250.82032,12769.55177,12103.61697,6150.2135,6044.456912,11721.32024,12286.07879,8660.49787,10206.11276,1591.600373,4355.309889,26550.06145,19630.0497,2350.149156,207,22
20413.87762,19337.05982,19066.49521,9048.214923,12217.79065,17655.20266,17696.47363,13719.77944,16397.05672,8410.931199,12056.59911,32921.71823,24747.96097,6132.336187,68,50174
20232.53716,18924.85023,18810.62599,8215.538619,11884.37094,17074.51986,18987.78837,15014.20431,17514.46671,8560.751877,12525.86148,34075.62972,26139.91921,7031.473994,41,50175
18101.73918,16654.93466,16635.50324,5816.564002,9709.577983,14729.20451,18676.71704,14771.85636,16911.57974,6920.628681,11110.19264,33410.14311,25969.57375,6494.467767,182,50176
18698.42534,17403.9075,17277.51431,6783.605046,10352.70268,15581.47454,18087.85056,14140.2987,16464.31081,7085.27786,11128.81879,33015.09062,25325.77139,5949.521617,71,50177
18440.40161,16752.96036,16913.96853,5740.561006,10088.40738,14655.39919,20282.67276,16411.72351,18425.79126,8008.081931,12258.13999,34854.31385,27599.88994,8135.34531,209,50178
